ID,Customer_Name,Age,Income,Status,SignUp_Date,Score
403,User_403,42.0,52558.913053712946,Inactive,2021-02-06,96.78600348450304
404,User_404,46.0,62533.48097524856,Inactive,2021-02-07,29.544477747742025
405,User_405,35.0,36637.34986323384,Pending,2021-02-08,76.92231478381336
406,User_406,63.0,15129.205078213978,Active,2021-02-09,62.46635688542638
407,User_407,35.0,52707.96262708147,Active,2021-02-10,38.19396396528959
408,User_408,19.0,89653.57375097825,Active,2021-02-11,20.56872621955551
409,User_409,71.0,46957.30670494771,Active,2021-02-12,12.138641815940643
410,User_410,52.0,50703.73152425388,Pending,2021-02-13,61.50129680388666
411,User_411,33.0,76732.45427804117,Active,2021-02-14,77.4633780637788
412,User_412,78.0,,,2021-02-15,64.39042535411306
413,User_413,58.0,53252.915554744075,Active,2021-02-16,53.030213324915835
414,User_414,53.0,,Active,2021-02-17,4.195122343163627
415,User_415,50.0,53753.65898860473,Pending,2021-02-18,96.84887775943838
416,User_416,21.0,32903.68357764941,Inactive,2021-02-19,79.87141916545745
417,User_417,50.0,29878.322633004536,Active,2021-02-20,29.282203670096475
418,User_418,31.0,78302.42168186355,Inactive,2021-02-21,97.99703293588506
419,User_419,38.0,52758.25027857736,Pending,2021-02-22,60.18815896363221
420,User_420,,51501.431638695474,Active,2021-02-23,58.24226582072465
421,User_421,37.0,48646.58503915685,,2021-02-24,74.8073179429532
422,User_422,73.0,61716.09901424679,,2021-02-25,81.17697880901376
423,User_423,25.0,88080.3665260623,Inactive,2021-02-26,65.64786073315027
424,User_424,24.0,57859.29000661691,Active,2021-02-27,12.809574636620003
425,User_425,20.0,41178.697605281704,Inactive,2021-02-28,33.82675059944984
426,User_426,34.0,47998.98713162684,Active,2021-03-01,92.80836403260497
427,User_427,50.0,66064.94700807883,Active,2021-03-02,22.461561184385193
428,User_428,65.0,41257.990978805035,Active,2021-03-03,37.21670238375133
429,User_429,29.0,62783.697335454024,Active,2021-03-04,43.2076882944196
430,User_430,76.0,15188.939390328043,Pending,2021-03-05,43.940498969445215
431,User_431,68.0,,Pending,2021-03-06,61.29395824945255
432,User_432,39.0,59422.100202210044,Pending,2021-03-07,94.30758377447076
433,User_433,72.0,69051.88319863574,Active,2021-03-08,24.069271183250496
434,User_434,39.0,37722.886744364136,Active,2021-03-09,12.150137630091805
435,User_435,63.0,27458.52473554095,Active,2021-03-10,19.747048985993732
436,User_436,47.0,46088.97252662272,,2021-03-11,88.69249002092695
437,User_437,55.0,33118.71488379667,Active,2021-03-12,64.5810812655206
438,User_438,55.0,47764.449999057055,Pending,2021-03-13,28.590678923916013
439,User_439,62.0,49900.19818053144,Inactive,2021-03-14,81.59469389686173
440,User_440,68.0,,Active,2021-03-15,86.1369996363436
441,User_441,71.0,600000.0,Pending,2021-03-16,84.6514338690278
442,User_442,25.0,,Active,2021-03-17,91.89265336395545
443,User_443,44.0,,Pending,2021-03-18,25.224102017336158
444,User_444,44.0,,,2021-03-19,75.50419287462783
445,User_445,51.0,34742.117441819144,Active,2021-03-20,46.053949727414
446,User_446,38.0,57750.03962972184,Active,2021-03-21,84.19985528900615
447,User_447,47.0,,Inactive,2021-03-22,72.84906771616131
448,User_448,50.0,47531.96512925456,,2021-03-23,77.64474464997247
449,User_449,45.0,50010.48676335762,Active,2021-03-24,65.61618376810715
450,User_450,64.0,52373.83971430051,Inactive,2021-03-25,17.742876946970686
451,User_451,50.0,39836.506808994396,Inactive,2021-03-26,54.502691889693835
452,User_452,22.0,52239.29845208716,Pending,2021-03-27,98.46697395245081
453,User_453,77.0,38261.8444214828,Active,2021-03-28,
454,User_454,78.0,,Pending,2021-03-29,4.317373579701167
455,User_455,65.0,48277.33970775465,,2021-03-30,16.481481572943714
456,User_456,36.0,52325.54935393278,Active,2021-03-31,13.172877345456191
457,User_457,21.0,88548.902595355,Active,2021-04-01,72.59799099852955
458,User_458,52.0,33393.43318099968,,2021-04-02,81.77853298569451
459,User_459,66.0,70828.73403560431,Active,2021-04-03,21.35113663106719
460,User_460,34.0,10109.729644259409,Pending,2021-04-04,50.5852692951829
461,User_461,61.0,18824.350176215852,Active,2021-04-05,84.07030280112
462,User_462,,31390.39883468644,Active,2021-04-06,73.28015447662506
463,User_463,47.0,,Pending,2021-04-07,54.223720549184826
464,User_464,46.0,,Active,2021-04-08,59.03476904587729
465,User_465,63.0,54347.63396252702,Inactive,2021-04-09,50.83605469162799
466,User_466,70.0,46177.68097441453,Active,2021-04-10,29.754845131882057
467,User_467,23.0,47751.830498563075,Inactive,2021-04-11,56.50219928590161
468,User_468,52.0,57916.47141397491,Active,2021-04-12,68.88853020500906
469,User_469,77.0,62498.358164311125,Active,2021-04-13,
470,User_470,58.0,30101.914758353614,,2021-04-14,63.629135397924806
471,User_471,54.0,44571.63543150495,Active,2021-04-15,76.1121537043158
472,User_472,41.0,48956.15265630485,Inactive,2021-04-16,16.0071634954573
473,User_473,,57279.7399484068,Active,2021-04-17,46.15574744197899
474,User_474,66.0,38409.99286589793,Pending,2021-04-18,0.9331619827093296
475,User_475,63.0,48661.682366094945,Active,2021-04-19,24.667886452162303
476,User_476,70.0,50449.754517907364,,2021-04-20,72.64617151130048
477,User_477,48.0,39432.948448107054,Active,2021-04-21,99.18099513493634
478,User_478,52.0,39075.27275078171,Active,2021-04-22,9.917809958721591
479,User_479,77.0,51481.18666456002,Active,2021-04-23,40.14943158612883
480,User_480,50.0,48044.82281019188,Active,2021-04-24,80.00709686991596
481,User_481,69.0,57507.162791309485,Inactive,2021-04-25,20.403563462889885
482,User_482,78.0,,Active,2021-04-26,55.50849493022862
483,User_483,38.0,44739.77708181819,Pending,2021-04-27,73.30712960296748
484,User_484,49.0,46561.75922669612,Active,2021-04-28,61.5985450260179
485,User_485,,62207.95862185408,Active,2021-04-29,18.802473461541613
486,User_486,50.0,35893.79338148147,Inactive,2021-04-30,35.538456868573945
487,User_487,20.0,53519.78007732629,Pending,2021-05-01,78.37917844853972
488,User_488,35.0,53791.3326130683,Active,2021-05-02,55.42265141320166
489,User_489,-5.0,74695.95864019959,Active,2021-05-03,0.5229613542912737
490,User_490,59.0,34893.659535406085,Active,2021-05-04,76.09907600280938
491,User_491,48.0,,Pending,2021-05-05,3.531135494023907
492,User_492,71.0,,Inactive,2021-05-06,
493,User_493,75.0,24953.312418973997,Active,2021-05-07,20.24805601652374
494,User_494,20.0,76470.30401394078,Pending,2021-05-08,95.80734801193802
495,User_495,57.0,31377.481535763163,Pending,2021-05-09,36.79407513020845
496,User_496,63.0,37755.418864177314,Inactive,2021-05-10,32.69316163380791
497,User_497,41.0,,Pending,2021-05-11,14.888805033244468
498,User_498,67.0,23703.39429592677,Active,2021-05-12,
499,User_499,49.0,,Active,2021-05-13,87.66507618282006
500,User_500,64.0,28804.63481987334,Active,2021-05-14,99.63343376272474
172,User_172,,22848.03012505976,,2020-06-20,98.77855202148874
494,User_494,20.0,76470.30401394078,Pending,2021-05-08,95.80734801193802
457,User_457,21.0,88548.902595355,Active,2021-04-01,72.59799099852955
250,User_250,25.0,47127.00764130061,Active,2020-09-06,91.93919732144174
165,User_165,41.0,48336.02096555735,Inactive,2020-06-13,64.1971500443266
173,User_173,18.0,21309.402244036715,Active,2020-06-21,13.643975255673313
304,User_304,21.0,40610.106046183995,Active,2020-10-30,5.778056099636664
440,User_440,68.0,,Active,2021-03-15,86.1369996363436
31,User_31,50.0,73405.70211699318,Pending,2020-01-31,44.375021930457116
51,User_51,61.0,64180.72535131351,Active,2020-02-20,65.7845304603036
422,User_422,73.0,61716.09901424679,,2021-02-25,81.17697880901376
130,User_130,32.0,62057.19577064388,Active,2020-05-09,56.73122196289035
156,User_156,26.0,64752.56459537698,Active,2020-06-04,62.3859324676573
358,User_358,77.0,55411.67637010143,Inactive,2020-12-23,45.94467684059866
335,User_335,36.0,47771.72892489426,Active,2020-11-30,25.98132087450342
450,User_450,64.0,52373.83971430051,Inactive,2021-03-25,17.742876946970686
200,User_200,21.0,58032.37714962807,Active,2020-07-18,53.29577865513353
274,User_274,,13148.79414704781,Inactive,2020-09-30,92.27571905133944
224,User_224,45.0,17437.01257804385,Pending,2020-08-11,39.931591580930814
412,User_412,78.0,,,2021-02-15,64.39042535411306
125,User_125,77.0,39512.80132862124,Pending,2020-05-04,68.11178539649828
213,User_213,76.0,34694.251291067674,Inactive,2020-07-31,69.00048908206658
163,User_163,40.0,68006.17322620098,Active,2020-06-11,9.571455552016172
143,User_143,34.0,45465.13636885538,Active,2020-05-22,21.204483990822666
277,User_277,20.0,47196.42316159386,Pending,2020-10-03,76.48098009029954
